Name,Season,Bats,MLB,Age,WAR,G,PA,key_MLB,year,AB,H,D,T,HR,K,BB,Kpct,BBpct,AVG,SLG,OBP,OPS,BABIP,RBI,CS,SB,Balls,CStrikes,GDP,HBP,IBB,SH,SF,R,Strikes,XAVG,XSLG,WOBA,XWOBA,XOBP,barrelpct,solidpct,flareburnpct,Pitches,whiffpct,battedballs,RC,RC27,O,ICR,whiff,barrel,solid,flareburn,KminusBB,strICR,key_FG,Def,Off,BsR,wRC+,Last_First,Pos,Name2,RJML,SSBL,CJPL
Stone Garrett,2024,R,WSN,28,0.2673,2,6,656448,2024,5,3,1,0,1,0,1,0.0,16.7,0.6,1.4,0.667,2.067,0.5,3,0,0,12,1,0,0,0,0,0,2,17,0.602,1.39,0.812,0.799,0.668,40.0,0.0,20.0,31,18.8,5,4.84,65.3,12,60.0,6.0,2.0,0.0,1.0,-16.7,0.355,19273,-0.108,2.4967,0.0797,436.8724,"Garrett, Stone",,Stone Garrett,WHI,WAU,JFS
Austin Shenton,2024,L,TBR,26,0.2634,19,50,668853,2024,42,9,5,0,1,14,8,28.0,16.0,0.214,0.405,0.34,0.745,0.296,3,0,0,81,43,1,0,0,0,0,3,127,0.204,0.294,0.33,0.289,0.331,3.6,7.1,28.6,212,35.7,28,6.106,4.8,29,39.3,76.0,1.0,2.0,8.0,12.0,0.495,25425,-0.035,0.9188,-0.2075,119.6894,"Shenton, Austin",3.0,Austin Shenton*,avail,rook,rook
Zach Remillard,2024,R,CHW,30,0.2562,15,39,621545,2024,33,8,1,1,0,10,5,25.6,12.8,0.242,0.333,0.342,0.675,0.348,1,0,1,56,36,1,0,0,1,0,3,93,0.229,0.322,0.305,0.298,0.333,4.2,0.0,25.0,151,19.3,24,4.105,4.1,21,29.2,29.0,1.0,0.0,6.0,12.8,0.523,19788,1.1291,0.052,0.1572,97.6422,"Remillard, Zach",4567.0,Zach Remillard,RAM,avail,avail
James McCann,2024,R,BAL,34,0.2509,65,233,543510,2024,214,50,9,0,8,56,13,24.0,5.6,0.234,0.388,0.279,0.667,0.273,31,0,1,266,128,3,2,0,0,4,27,584,0.247,0.426,0.288,0.315,0.297,8.6,9.3,21.0,875,27.4,162,23.815,3.8,146,38.9,240.0,14.0,15.0,34.0,18.4,0.523,12859,-0.9577,-4.3792,-1.5097,89.2362,"McCann, James",2.0,James McCann,ROC,WC,avail
Jorge Polanco,2024,B,SEA,30,0.2404,118,468,593871,2024,416,89,11,0,16,137,46,29.3,9.8,0.214,0.356,0.297,0.653,0.275,45,2,4,693,331,16,4,3,0,2,43,1203,0.229,0.406,0.288,0.311,0.31,8.9,5.3,26.3,1946,28.1,281,42.231,3.3,256,40.5,547.0,25.0,15.0,74.0,19.5,0.501,13152,-7.5651,-5.7399,-1.4989,92.0966,"Polanco, Jorge",4.0,Jorge Polanco#,SV,IR,JFS
Blake Sabol,2024,L,SFG,26,0.2239,11,38,666165,2024,32,10,2,0,0,9,5,23.7,13.2,0.313,0.375,0.421,0.796,0.435,1,0,0,42,15,0,1,1,0,0,3,80,0.244,0.403,0.352,0.331,0.363,8.7,4.3,30.4,124,32.3,23,5.6,6.9,22,43.4,40.0,2.0,1.0,7.0,10.5,0.484,25805,-0.4,1.3023,-0.0074,128.8231,"Sabol, Blake",2.0,Blake Sabol*,TB,SR,WWL
Alexander Canario,2024,R,CHC,24,0.2214,15,28,672744,2024,25,7,1,0,1,11,2,39.3,7.1,0.28,0.44,0.357,0.797,0.462,2,0,1,34,18,0,1,0,0,0,4,65,0.208,0.388,0.35,0.299,0.292,14.3,7.1,14.3,101,44.7,14,4.393,6.6,20,35.7,45.0,2.0,1.0,2.0,32.199999999999996,0.545,22842,0.2468,0.9646,0.0256,128.0436,"Canario, Alexander",79.0,Alexander Canario,SV,avail,SEA
Stuart Fairchild,2024,R,CIN,28,0.2158,94,233,656413,2024,209,45,8,0,8,60,17,25.8,7.3,0.215,0.368,0.286,0.654,0.261,30,1,13,295,109,1,4,0,2,1,33,537,0.223,0.393,0.288,0.3,0.294,7.9,5.9,20.4,853,34.8,152,24.935,4.0,166,34.2,297.0,12.0,9.0,31.0,18.5,0.508,20321,-0.4638,-5.2049,1.1387,77.2329,"Fairchild, Stuart",897.0,Stuart Fairchild,DAY,avail,LWC
Austin Hays,2024,R,- - -,28,0.2077,85,255,669720,2024,235,60,18,0,5,59,9,23.1,3.5,0.255,0.396,0.303,0.699,0.318,20,2,2,247,120,2,8,1,1,2,26,580,0.237,0.369,0.303,0.288,0.288,6.7,7.8,21.2,845,29.1,179,28.559,4.2,150,35.7,246.0,12.0,14.0,38.0,19.6,0.535,19363,-5.6821,-0.8035,-0.1083,97.8317,"Hays, Austin",7.0,Austin Hays,HAR,TBD,MBL
Drew Millas,2024,B,WSN,26,0.207,20,62,686452,2024,57,14,1,0,1,16,5,25.8,8.1,0.246,0.316,0.306,0.622,0.325,1,0,4,90,42,1,0,0,0,0,7,157,0.225,0.303,0.28,0.266,0.287,2.4,4.9,26.8,252,22.6,41,6.207,3.8,33,34.1,57.0,1.0,2.0,11.0,17.700000000000003,0.512,25643,0.4725,-0.5331,1.0863,78.1591,"Millas, Drew",2.0,Drew Millas#,ROC,avail,avail
Buddy Kennedy,2024,R,- - -,25,0.2016,14,26,671083,2024,21,4,1,0,1,7,4,26.9,15.4,0.19,0.381,0.308,0.689,0.214,6,0,1,49,29,0,0,0,0,1,3,81,0.3,0.456,0.301,0.395,0.411,13.3,6.7,33.3,132,19.2,15,3.102,4.7,21,53.3,25.0,2.0,1.0,5.0,11.499999999999998,0.493,22505,1.2663,-0.1809,-0.0007,94.599,"Kennedy, Buddy",45.0,Buddy Kennedy,avail,avail,avail
Kyle McCann,2024,L,OAK,26,0.1978,54,157,668832,2024,140,33,4,0,5,59,16,37.6,10.2,0.236,0.371,0.318,0.689,0.368,15,0,0,231,96,2,1,1,0,0,13,388,0.189,0.363,0.304,0.28,0.277,12.3,8.6,21.0,636,45.2,81,17.17,4.3,90,41.9,287.0,10.0,7.0,17.0,27.4,0.503,25575,-0.914,-2.4035,-2.7397,101.8714,"McCann, Kyle",2.0,Kyle McCann*,avail,rook,rook
Luis Urias,2024,R,SEA,27,0.1931,41,109,649966,2024,94,18,7,0,4,34,9,31.2,8.3,0.191,0.394,0.303,0.697,0.25,16,0,0,140,81,2,6,0,0,0,11,293,0.205,0.401,0.309,0.316,0.315,11.7,6.7,21.7,452,23.1,60,11.632,4.0,73,40.1,104.0,7.0,4.0,13.0,22.9,0.542,16622,-2.2852,0.5216,-0.4123,107.4877,"Urías, Luis",5.0,Luis Urias,avail,avail,OBS
TJ Friedl,2024,L,CIN,28,0.1918,85,341,670770,2024,297,67,5,1,13,52,26,15.2,7.6,0.226,0.38,0.31,0.69,0.229,55,1,9,435,249,1,12,0,2,4,35,807,0.231,0.326,0.305,0.295,0.321,3.2,5.6,21.9,1286,17.6,251,39.472,4.5,237,30.7,226.0,8.0,14.0,55.0,7.6,0.508,19522,-6.7851,-2.7114,1.9949,88.4586,"Friedl Jr., TJ",8.0,TJ Friedl*,GRF,WAU,WWL
Eli White,2024,R,ATL,30,0.1907,33,42,642201,2024,39,11,1,1,1,12,1,28.6,2.4,0.282,0.436,0.333,0.769,0.385,4,1,2,43,27,1,1,0,0,0,8,101,0.213,0.356,0.335,0.275,0.269,11.1,3.7,18.5,160,21.8,27,4.98,4.5,30,33.3,35.0,3.0,1.0,5.0,26.200000000000003,0.519,19346,0.2978,0.2497,0.0743,103.7611,"White, Eli",978.0,Eli White,avail,avail,avail
Romy Gonzalez,2024,R,BOS,27,0.1851,89,216,663853,2024,199,53,10,1,6,58,12,26.9,5.6,0.266,0.417,0.306,0.723,0.338,29,3,11,235,106,5,1,0,0,4,25,562,0.256,0.425,0.311,0.315,0.301,8.3,9.0,22.8,826,29.2,145,25.289,4.3,147,40.1,241.0,12.0,13.0,33.0,21.299999999999997,0.54,21562,-4.3101,-1.0975,-0.2863,96.7178,"Gonzalez, Romy",436598.0,Romy Gonzalez,avail,avail,avail
Mason McCoy,2024,R,SDP,29,0.177,19,57,669200,2024,49,10,2,0,0,19,5,33.3,8.8,0.204,0.245,0.278,0.523,0.333,3,0,1,74,51,2,0,0,3,0,7,156,0.203,0.24,0.241,0.239,0.278,0.0,0.0,27.3,232,29.5,33,3.508,2.2,29,27.3,68.0,0.0,0.0,9.0,24.499999999999996,0.595,22232,2.0309,-2.2147,0.8203,55.4739,"McCoy, Mason",6.0,Mason McCoy,avail,avail,avail
Jose Herrera,2024,B,ARI,27,0.1728,42,114,645444,2024,97,22,4,1,1,27,9,23.7,7.9,0.227,0.32,0.29,0.61,0.3,13,0,0,176,105,1,0,0,7,1,11,312,0.214,0.271,0.271,0.251,0.28,0.0,7.7,25.6,501,23.7,78,9.868,3.2,69,33.3,119.0,0.0,6.0,20.0,15.8,0.519,17040,2.2039,-4.3263,-0.2688,70.2366,"Herrera, Jose",2.0,Jose Herrera#,RAM,PP,avail
Darren Baker,2024,L,WSN,25,0.1685,9,14,671117,2024,14,7,2,0,0,3,0,21.4,0.0,0.5,0.643,0.5,1.143,0.636,0,0,0,6,12,0,0,0,0,0,1,33,0.216,0.254,0.494,0.206,0.216,0.0,0.0,18.2,39,28.6,11,4.5,17.4,10,18.2,11.0,0.0,0.0,2.0,21.4,0.743,29912,-0.8417,2.0068,-0.0455,222.5849,"Baker, Darren",4.0,Darren Baker*,avail,rook,rook
Jung Hoo Lee,2024,L,SFG,25,0.1602,37,158,808982,2024,145,38,4,0,2,13,10,8.2,6.3,0.262,0.331,0.31,0.641,0.273,8,3,2,178,127,2,1,0,0,2,15,377,0.284,0.416,0.284,0.324,0.331,4.5,5.2,28.4,569,9.6,134,14.743,3.5,77,38.1,55.0,6.0,7.0,38.0,1.8999999999999997,0.483,33824,-0.355,-3.3545,-0.1578,83.081,"Lee, Jung Hoo",8.0,Jung Hoo Lee*,avail,rook,rook
Derek Hill,2024,R,- - -,28,0.1574,53,172,656537,2024,162,39,4,2,7,56,5,32.6,2.9,0.241,0.42,0.271,0.691,0.32,25,2,6,174,91,2,2,0,2,1,19,421,0.243,0.405,0.296,0.296,0.277,11.0,4.6,28.4,609,34.8,109,18.192,3.8,116,44.0,212.0,12.0,5.0,31.0,29.700000000000003,0.534,16947,-2.102,-2.1021,0.3152,88.3802,"Hill, Derek",879.0,Derek Hill,avail,avail,avail
Reese McGuire,2024,L,BOS,29,0.1569,53,158,624512,2024,139,29,3,0,3,39,13,24.7,8.2,0.209,0.295,0.28,0.575,0.26,18,0,3,206,115,4,2,0,1,3,10,389,0.226,0.349,0.259,0.285,0.297,6.7,6.7,23.1,609,24.5,104,12.289,2.8,81,36.5,149.0,7.0,7.0,24.0,16.5,0.514,15674,3.7525,-7.4997,-0.2425,59.8545,"McGuire, Reese",2.0,Reese McGuire*,STE,WC,RAH
Dustin Harris,2024,L,TEX,24,0.1541,2,7,687957,2024,6,2,1,0,1,2,1,28.6,14.3,0.333,1.0,0.429,1.429,0.333,3,0,0,9,4,0,0,0,0,0,1,14,0.285,0.512,0.57,0.385,0.387,25.0,25.0,25.0,23,30.0,4,2.683,18.1,10,75.0,7.0,1.0,1.0,1.0,14.3,0.348,25705,-0.216,1.4745,-0.0079,285.0894,"Harris, Dustin",,Dustin Harris*,avail,rook,rook
Jo Adell,2024,R,LAA,25,0.1508,130,451,666176,2024,405,84,15,2,20,126,35,27.9,7.8,0.207,0.402,0.28,0.682,0.244,62,10,15,628,243,9,7,1,0,3,54,1158,0.231,0.431,0.296,0.317,0.303,11.7,7.4,17.4,1840,29.8,282,43.518,3.4,297,36.5,548.0,33.0,21.0,49.0,20.1,0.517,20220,-5.4785,-8.0945,-3.051,90.226,"Adell, Jo",98.0,Jo Adell,BRA,SLB,JFS
Cavan Biggio,2024,L,- - -,29,0.1502,78,224,624415,2024,188,37,5,0,5,72,24,32.1,10.7,0.197,0.303,0.314,0.617,0.288,19,0,2,340,228,1,8,0,2,0,27,593,0.183,0.245,0.285,0.259,0.301,2.5,5.9,22.9,955,23.8,118,20.645,3.6,133,31.3,227.0,3.0,7.0,27.0,21.4,0.544,19252,-2.3487,-3.6604,0.4322,84.3775,"Biggio, Cavan",4539.0,Cavan Biggio*,GNB,VM,WWL
Diego Castillo,2024,R,MIN,26,0.1492,4,8,660636,2024,6,2,1,0,0,1,2,12.5,25.0,0.333,0.5,0.5,1.0,0.4,2,0,0,14,13,0,0,0,0,0,3,22,0.342,0.374,0.439,0.409,0.506,0.0,0.0,40.0,36,11.1,5,1.76,11.9,10,40.0,4.0,0.0,0.0,2.0,-12.5,0.5,19906,0.1579,1.0198,0.1642,193.4857,"Castillo, Diego A.",5.0,Diego Castillo,avail,avail,avail
Tomas Nido,2024,R,- - -,30,0.1476,49,140,621512,2024,130,25,4,0,4,35,5,25.0,3.6,0.192,0.315,0.219,0.534,0.226,12,0,0,129,55,1,0,0,3,2,14,361,0.217,0.41,0.231,0.281,0.247,12.0,12.0,16.0,506,35.9,100,9.301,2.3,70,40.0,182.0,12.0,12.0,16.0,21.4,0.555,13755,6.0377,-9.27,-0.6259,48.3673,"Nido, Tomás",2.0,Tomas Nido,avail,avail,avail
Matt Duffy,2024,R,TEX,33,0.1451,4,10,622110,2024,7,2,0,0,0,1,2,10.0,20.0,0.286,0.286,0.5,0.786,0.333,0,0,0,15,2,0,1,0,0,0,2,15,0.407,0.472,0.386,0.479,0.585,0.0,0.0,66.7,31,23.1,6,1.39,7.5,7,66.7,7.0,0.0,0.0,4.0,-10.0,0.226,13836,0.3888,0.6831,0.0485,155.4629,"Duffy, Matt",5.0,Matt Duffy,avail,avail,avail
Dominic Smith,2024,L,- - -,29,0.1444,93,307,642086,2024,275,64,22,0,6,76,28,24.8,9.1,0.233,0.378,0.313,0.691,0.301,34,1,1,418,211,7,4,0,0,0,33,760,0.219,0.379,0.306,0.299,0.301,10.6,7.0,22.6,1211,25.3,199,32.345,4.0,190,40.2,306.0,21.0,14.0,45.0,15.7,0.495,15653,-4.352,-4.4821,-1.8525,92.7236,"Smith, Dominic",3.0,Dominic Smith*,avail,SR,FMB
Matthew Batten,2024,R,SDP,29,0.1403,1,3,676946,2024,3,1,0,1,0,0,0,0.0,0.0,0.333,1.0,0.333,1.333,0.333,0,0,0,4,3,0,0,0,0,0,0,7,0.271,0.388,0.53,0.284,0.271,0.0,0.0,33.3,11,25.0,3,1.0,13.5,3,33.3,3.0,0.0,0.0,1.0,0.0,0.455,20157,0.5304,0.7283,0.19,250.0381,"Batten, Matthew",,Matthew Batten,ROC,avail,avail
Spencer Torkelson,2024,R,DET,24,0.1387,92,381,679529,2024,342,75,21,1,10,105,33,27.6,8.7,0.219,0.374,0.295,0.669,0.285,37,0,0,546,273,6,4,0,0,1,45,1006,0.211,0.355,0.295,0.284,0.287,6.7,5.0,21.0,1593,26.6,238,38.534,3.8,231,32.7,424.0,16.0,12.0,50.0,18.9,0.534,27465,-6.7825,-4.5744,-1.1918,92.2401,"Torkelson, Spencer",3.0,Spencer Torkelson,WHI,WC,MMA
Rhys Hoskins,2024,R,MIL,31,0.1383,131,517,656555,2024,449,96,14,0,26,149,53,28.8,10.3,0.214,0.419,0.303,0.722,0.25,82,0,3,775,450,11,7,1,0,6,59,1411,0.206,0.398,0.313,0.305,0.299,12.7,6.2,20.3,2243,26.3,306,58.569,4.3,355,39.2,590.0,39.0,19.0,62.0,18.5,0.522,16472,-12.7287,-3.1462,-3.2995,100.2481,"Hoskins, Rhys",3.0,Rhys Hoskins,BRA,avail,ANG
Brandon Crawford,2024,L,STL,37,0.1378,28,80,543063,2024,71,12,5,0,1,26,8,32.5,10.0,0.169,0.282,0.263,0.545,0.25,4,0,0,103,48,0,1,0,0,0,5,213,0.207,0.308,0.248,0.274,0.296,6.7,2.2,28.9,321,35.8,45,5.864,2.7,37,37.8,115.0,3.0,1.0,13.0,22.5,0.558,5343,2.5842,-3.9136,0.0955,58.0934,"Crawford, Brandon",65.0,Brandon Crawford*,GH,SB,avail
Kody Clemens,2024,L,PHI,28,0.1338,43,120,665019,2024,114,25,9,1,5,29,5,24.2,4.2,0.219,0.447,0.258,0.705,0.25,18,0,0,146,82,2,1,0,0,0,17,312,0.198,0.362,0.301,0.26,0.238,7.1,8.2,18.8,468,25.7,85,12.702,3.8,85,34.1,120.0,6.0,7.0,16.0,20.0,0.543,20572,-1.6134,-1.0862,0.1175,91.6124,"Clemens, Kody",3547.0,Kody Clemens*,avail,avail,avail
Oliver Dunn,2024,L,MIL,26,0.1305,41,104,686554,2024,95,21,2,2,1,40,6,38.5,5.8,0.221,0.316,0.282,0.598,0.37,7,0,3,136,86,1,2,0,1,0,11,271,0.206,0.321,0.266,0.262,0.268,5.4,10.7,28.6,418,36.2,56,9.197,3.3,58,44.7,151.0,3.0,6.0,16.0,32.7,0.529,26295,0.8962,-3.095,0.8259,68.4729,"Dunn, Oliver",5.0,Oliver Dunn*,avail,rook,rook
David Dahl,2024,L,PHI,30,0.1297,19,62,621311,2024,58,12,2,0,3,21,3,33.9,4.8,0.207,0.397,0.242,0.639,0.257,8,0,0,91,28,0,0,0,0,1,6,172,0.206,0.398,0.273,0.27,0.241,7.9,13.2,18.4,266,33.3,38,5.879,3.4,37,39.5,89.0,3.0,5.0,7.0,29.1,0.534,13744,1.2799,-2.0887,-0.0501,72.504,"Dahl, David",79.0,David Dahl*,avail,avail,avail
Joey Loperfido,2024,L,- - -,25,0.1199,81,262,694388,2024,243,52,13,4,4,95,13,36.3,5.0,0.214,0.35,0.264,0.614,0.331,25,2,4,313,142,3,4,0,1,1,24,668,0.206,0.319,0.268,0.256,0.259,4.0,5.3,30.7,1003,35.4,150,22.605,3.1,147,40.0,355.0,6.0,8.0,46.0,31.299999999999997,0.546,29630,0.6373,-8.2092,-0.4286,74.0444,"Loperfido, Joey",789.0,Joey Loperfido*,avail,rook,rook
Ehire Adrianza,2024,B,LAA,34,0.1177,8,28,501303,2024,26,5,1,0,1,11,2,39.3,7.1,0.192,0.346,0.25,0.596,0.286,2,0,0,36,28,1,0,0,0,0,4,76,0.17,0.284,0.262,0.229,0.229,6.7,20.0,20.0,118,35.4,15,2.04,2.5,15,46.7,42.0,1.0,3.0,3.0,32.199999999999996,0.525,8418,1.3332,-1.1272,-0.0412,66.0983,"Adrianza, Ehire",54.0,Ehire Adrianza#,avail,avail,avail
Luis Guillorme,2024,L,- - -,29,0.1174,77,187,641645,2024,161,33,9,1,0,36,23,19.3,12.3,0.205,0.273,0.301,0.574,0.26,10,2,4,288,157,7,0,0,1,2,14,496,0.222,0.294,0.263,0.28,0.317,2.3,3.1,25.8,802,18.6,128,13.477,2.6,87,31.2,149.0,3.0,4.0,33.0,7.0,0.519,16451,2.0744,-7.1686,0.083,66.8118,"Guillorme, Luis",456.0,Luis Guillorme*,avail,avail,avail
Joshua Palacios,2024,L,PIT,28,0.1155,23,78,641943,2024,67,15,2,0,2,12,10,15.4,12.8,0.224,0.343,0.333,0.676,0.245,9,0,1,114,43,1,1,0,0,0,10,182,0.262,0.385,0.307,0.338,0.369,3.6,3.6,23.6,307,25.2,55,8.455,4.3,51,30.8,77.0,2.0,2.0,13.0,2.5999999999999996,0.482,19818,-0.8266,-0.6518,-0.0424,93.4663,"Palacios, Joshua",978.0,Joshua Palacios*,HAL,avail,avail
Thomas Saggese,2024,R,STL,22,0.1137,18,52,695336,2024,49,10,2,0,1,14,2,26.9,3.8,0.204,0.306,0.25,0.556,0.265,4,0,0,47,35,0,1,0,0,0,5,137,0.203,0.327,0.247,0.254,0.249,2.9,5.7,28.6,189,22.5,35,3.945,2.7,26,37.2,43.0,1.0,2.0,10.0,23.1,0.587,27883,2.1437,-2.7738,-0.1112,57.1804,"Saggese, Thomas",465.0,Thomas Saggese,avail,rook,rook
Jonatan Clase,2024,B,- - -,22,0.1056,26,66,682729,2024,61,15,2,0,1,17,3,25.8,4.5,0.246,0.328,0.303,0.631,0.326,5,1,3,77,44,1,2,0,0,0,7,179,0.169,0.243,0.283,0.216,0.232,0.0,6.8,20.5,267,23.0,44,6.235,3.5,37,27.3,61.0,0.0,3.0,9.0,21.3,0.58,26599,-0.6512,-0.526,0.4442,87.1513,"Clase, Jonatan",78.0,Jonatan Clase#,avail,rook,rook
Evan Carter,2024,L,TEX,21,0.105,45,162,694497,2024,144,27,6,2,5,43,15,26.5,9.3,0.188,0.361,0.272,0.633,0.227,15,0,2,240,144,1,2,0,0,1,23,392,0.212,0.335,0.278,0.282,0.294,5.9,5.9,22.5,648,23.4,102,15.39,3.5,103,34.3,152.0,6.0,6.0,23.0,17.2,0.497,27790,-1.7804,-2.6027,1.1913,79.5308,"Carter, Evan",798.0,Evan Carter*,HVH,VM,ANG
Lenyn Sosa,2024,R,CHW,24,0.1032,100,369,672820,2024,351,89,13,0,8,77,12,20.9,3.3,0.254,0.359,0.283,0.642,0.303,35,1,3,387,233,5,3,1,2,1,28,959,0.282,0.432,0.28,0.321,0.312,6.1,9.0,30.7,1377,19.8,277,35.259,3.5,195,45.8,273.0,17.0,25.0,85.0,17.599999999999998,0.512,22896,-2.2988,-9.0011,-0.5937,80.0862,"Sosa, Lenyn",54.0,Lenyn Sosa,VAN,avail,avail
Jason Delay,2024,R,PIT,29,0.1021,7,19,641511,2024,15,3,3,0,0,0,3,0.0,15.8,0.2,0.4,0.333,0.733,0.2,6,0,0,20,4,0,0,0,1,0,1,30,0.193,0.266,0.324,0.28,0.328,0.0,6.3,12.5,50,23.1,16,2.305,4.8,17,18.8,12.0,0.0,1.0,2.0,-15.8,0.48,19806,0.2881,0.0677,-0.0481,105.0986,"Delay, Jason",2.0,Jason Delay,avail,SIP,GAP
Cal Stevenson,2024,L,PHI,27,0.0996,18,27,670276,2024,24,6,3,0,0,4,3,14.8,11.1,0.25,0.375,0.333,0.708,0.3,6,0,0,36,26,1,0,0,0,0,2,64,0.239,0.375,0.314,0.31,0.324,10.0,0.0,20.0,102,15.8,20,2.898,4.1,19,30.0,16.0,2.0,0.0,4.0,3.700000000000001,0.51,22411,0.6514,-0.5864,-0.598,100.3593,"Stevenson, Cal",89.0,Cal Stevenson*,avail,avail,avail
Mickey Moniak,2024,L,LAA,26,0.0939,124,418,666160,2024,392,86,17,2,14,114,21,27.3,5.0,0.219,0.38,0.266,0.646,0.272,49,4,8,442,198,3,4,0,0,1,48,1068,0.225,0.392,0.281,0.287,0.271,9.3,5.0,20.8,1534,30.1,279,39.853,3.4,258,35.1,462.0,26.0,14.0,58.0,22.3,0.569,19956,-1.8978,-11.1259,-1.2665,79.3846,"Moniak, Mickey",897.0,Mickey Moniak*,CAM,KR,JFS
Ezequiel Duran,2024,R,TEX,25,0.0923,92,285,677649,2024,268,66,11,0,3,63,14,22.1,4.9,0.246,0.321,0.288,0.609,0.31,20,2,1,291,129,6,2,0,0,1,26,699,0.216,0.316,0.27,0.254,0.26,3.4,6.3,19.9,1011,24.6,206,23.68,3.0,138,29.6,249.0,7.0,13.0,41.0,17.200000000000003,0.571,23733,0.8567,-9.463,-0.8445,73.5693,"Duran, Ezequiel",573649.0,Ezequiel Duran,SV,SIP,JFS
Hunter Feduccia,2024,L,LAD,27,0.0899,5,14,676439,2024,12,4,0,0,0,2,2,14.3,14.3,0.333,0.333,0.429,0.762,0.4,1,0,0,22,8,1,0,0,0,0,2,34,0.229,0.278,0.35,0.288,0.339,0.0,0.0,30.0,57,19.2,10,1.614,4.8,8,30.0,11.0,0.0,0.0,3.0,0.0,0.491,23372,0.0027,0.402,-0.053,127.1755,"Feduccia, Hunter",2.0,Hunter Feduccia*,avail,rook,rook
Connor Norby,2024,R,- - -,24,0.0892,45,194,681393,2024,178,42,9,0,9,64,15,33.0,7.7,0.236,0.438,0.294,0.732,0.311,20,3,3,230,79,2,0,0,0,1,32,516,0.23,0.449,0.316,0.318,0.291,14.8,7.0,25.2,759,33.2,115,22.51,4.3,134,47.0,252.0,17.0,8.0,29.0,25.3,0.537,29592,-3.8848,-1.7123,-1.9219,100.634,"Norby, Connor",54.0,Connor Norby,avail,rook,rook
Greg Jones,2024,B,COL,26,0.0854,6,6,675659,2024,5,1,0,0,1,4,1,66.7,16.7,0.2,0.8,0.333,1.133,0.0,1,0,0,12,3,0,0,0,0,0,1,17,0.199,0.791,0.456,0.448,0.332,100.0,0.0,0.0,29,42.9,1,1.42,9.6,6,100.0,12.0,1.0,0.0,0.0,50.0,0.517,25448,0.034,0.5932,-0.0079,183.78,"Jones Jr., Greg",9.0,Greg Jones#,avail,rook,rook
Jace Jung,2024,L,DET,23,0.0848,34,94,690291,2024,79,19,5,0,0,29,15,30.9,16.0,0.241,0.304,0.362,0.666,0.38,3,1,0,131,66,3,0,0,0,0,14,243,0.219,0.293,0.308,0.295,0.344,4.0,2.0,38.0,386,31.1,50,8.904,3.8,52,44.0,120.0,2.0,1.0,19.0,14.9,0.516,31437,-2.0705,-0.2417,-0.4184,101.6432,"Jung, Jace",5.0,Jace Jung*,avail,rook,rook
Livan Soto,2024,L,- - -,24,0.0759,13,16,670869,2024,13,3,1,0,0,3,3,18.8,18.8,0.231,0.308,0.375,0.683,0.3,0,0,0,21,12,0,0,0,0,0,1,42,0.274,0.373,0.318,0.359,0.41,10.0,0.0,30.0,66,13.3,10,1.792,4.8,8,40.0,9.0,1.0,0.0,3.0,0.0,0.515,22471,0.1145,0.087,-0.0511,112.5318,"Soto, Livan",4.0,Livan Soto*,avail,avail,avail
Estevan Florial,2024,L,CLE,26,0.0747,36,111,664314,2024,98,17,6,2,3,41,11,36.9,9.9,0.173,0.367,0.264,0.631,0.259,11,1,2,152,57,2,1,0,1,0,11,287,0.169,0.288,0.277,0.249,0.26,10.3,6.9,17.2,450,42.2,58,9.529,3.0,67,34.4,190.0,6.0,4.0,10.0,27.0,0.549,19151,-1.3478,-1.6292,0.9453,79.7282,"Florial, Estevan",798.0,Estevan Florial*,RM,avail,avail
Michael Helman,2024,R,MIN,28,0.0741,9,10,680737,2024,10,3,2,0,0,3,0,30.0,0.0,0.3,0.5,0.3,0.8,0.429,0,0,0,6,7,0,0,0,0,0,2,22,0.116,0.149,0.339,0.114,0.116,0.0,0.0,28.6,28,33.3,7,1.5,5.8,7,28.6,9.0,0.0,0.0,2.0,30.0,0.643,24605,0.0167,0.367,0.1042,122.9698,"Helman, Michael",8.0,Michael Helman,avail,rook,rook
Ke'Bryan Hayes,2024,R,PIT,27,0.0727,96,396,663647,2024,365,85,9,0,4,75,23,18.9,5.8,0.233,0.29,0.283,0.573,0.279,25,2,11,493,290,12,4,1,0,4,38,948,0.245,0.329,0.256,0.278,0.297,2.4,6.5,24.5,1470,18.1,294,29.836,2.7,189,33.4,266.0,7.0,19.0,72.0,13.099999999999998,0.511,18577,6.4094,-18.891,0.4314,59.1966,"Hayes, Ke'Bryan",5.0,Ke'Bryan Hayes,SV,CB,HAM
Jordyn Adams,2024,R,LAA,24,0.072,11,38,677941,2024,35,8,0,0,1,12,3,31.6,7.9,0.229,0.314,0.289,0.603,0.318,4,0,2,46,24,1,0,0,0,0,4,106,0.257,0.394,0.271,0.311,0.316,4.3,0.0,30.4,158,31.7,23,3.374,3.3,22,34.7,50.0,1.0,0.0,7.0,23.700000000000003,0.57,23788,0.0875,-0.6566,0.54,72.4771,"Adams, Jordyn",98.0,Jordyn Adams,avail,avail,avail
